1,1,2,0,0,0,0,0
2,3,3,0,1,0,0,0
3,27,8,1,6,0,0,27
4,0,0,0,0,0,0,2
5,93,16,10,2,0,2,7
6,2,4,0,0,0,0,2
7,4,3,0,0,0,0,
8,4,2,0,0,0,0,
9,0,0,0,0,0,0,0
10,0,7,3,0,0,0,0
11,1,1,0,0,0,0,0
12,2,1,0,0,0,0,1
13,1,2,1,2,0,0,0
14,0,2,0,0,0,0,0
16,4,3,0,0,0,0,0
17,3,4,0,0,0,1,1
