1,1,1,0,0,0,0,0
2,7,2,0,1,0,0,0
3,143,6,4,5,1,0,32
4,1,1,0,0,1,0,3
5,62,6,8,2,0,2,10
6,0,1,2,0,0,0,1
7,5,2,0,0,0,0,
8,2,3,0,1,1,0,
9,0,1,0,1,0,2,0
10,2,2,1,1,2,1,0
11,0,0,1,1,1,0,0
12,0,1,0,0,1,0,2
13,0,3,2,2,0,0,0
14,2,2,0,0,0,0,0
16,1,2,0,0,0,0,0
17,7,4,1,1,2,2,3
