1,3,5,0,3,0,0,0
2,11,7,0,6,0,0,0
3,96,6,18,7,0,0,86
5,54,2,2,0,0,0,13
6,108,8,14,7,3,14,26
7,24,2,6,0,0,0,14
9,6,6,8,3,0,0,
10,63,7,6,1,0,2,
12,5,3,2,4,1,0,0
13,2,5,0,3,2,2,0
14,2,0,0,1,0,0,0
16,1,2,2,2,4,0,6
17,16,8,3,2,0,0,0
18,6,5,1,0,0,0,0
20,72,3,3,0,0,0,0
21,20,12,8,6,3,3,2
