1,4,5,0,3,0,0,0
2,2,6,0,0,0,0,0
3,32,4,6,2,0,0,7
5,16,0,1,0,0,0,1
6,25,1,4,1,1,3,3
7,5,3,2,0,0,0,1
9,2,1,2,6,0,0,
10,6,2,1,4,0,0,
12,0,0,0,0,1,0,0
13,0,7,0,0,0,0,0
14,0,1,0,1,0,0,0
16,0,0,0,0,0,0,0
17,4,2,1,1,0,0,0
18,2,1,1,0,0,0,0
20,6,1,1,0,0,0,0
21,8,3,1,2,1,3,0
