50,52,52,63
63,59,56,59
54,53,51,47
55,54,55,52
48,49,48,42
58,54,50,57
61,55,53,57
67,66,64,
66,64,60,
72,73,72,75
57,53,52,57
62,61,64,64
56,57,59,64
61,61,61,61
73,77,73,80
91,92,89,94
